Nama,Setoran_Awal,Jangka_Waktu,Bunga,Hasil_Bunga,Hasil_Bunga_Bulan,Total_Hasil_Investasi
Novita Fathina,20000000,3,0.025,500000,1500000,21500000
Dodo Haikal,16000000,6,0.025,400000,2400000,18400000
Waluyo Fabian,12000000,6,0.02,240000,1440000,13440000
Tri Afifah,16000000,6,0.015,240000,1440000,17440000
Dartono Budiman,11000000,6,0.03,330000,1980000,12980000
Kasusra Habibi,8000000,6,0.02,160000,960000,8960000
Belinda Suryatmi,14000000,12,0.02,280000,3360000,17360000
Cahyadi Darojat,10000000,12,0.03,300000,3600000,13600000
Simon Prabowo,11000000,12,0.025,275000,3300000,14300000
Mursinin Marpaung,15000000,12,0.025,375000,4500000,19500000
Cahyo Haikal,18000000,6,0.025,450000,2700000,20700000
Garan Siregar,14000000,6,0.035,490000,2940000,16940000
Sartika Aurelia,19000000,3,0.015,285000,855000,19855000
Galiono Hidayat,14000000,3,0.025,350000,1050000,15050000
Lala Hartati,9000000,12,0.025,225000,2700000,11700000
Raihan Irawan,17000000,12,0.025,425000,5100000,22100000
Dono Yudhistira,20000000,3,0.015,300000,900000,20900000
Kezia Leilani,18000000,6,0.025,450000,2700000,20700000
Sasha Saputri,9000000,6,0.015,135000,810000,9810000
Drajat Suryono,10000000,6,0.03,300000,1800000,11800000
Anom Prasasta,8000000,6,0.02,160000,960000,8960000
Karna Hutapea,9000000,3,0.035,315000,945000,9945000
Daryani Aswandi,9000000,12,0.025,225000,2700000,11700000
Rosman Thamrin,5000000,6,0.025,125000,750000,5750000
Among Kurniawan,14000000,6,0.025,350000,2100000,16100000
Icha Zulaika,6000000,3,0.025,150000,450000,6450000
Cagak Saptono,7000000,6,0.035,245000,1470000,8470000
Mustofa Megantara,5000000,12,0.025,125000,1500000,6500000
Mila Palastri,16000000,6,0.025,400000,2400000,18400000
Prabowo Febian,7000000,3,0.025,175000,525000,7525000
Ani Sudiati,16000000,6,0.03,480000,2880000,18880000
Cecep Perdana,17000000,6,0.025,425000,2550000,19550000
Cahyo Latupono,20000000,6,0.025,500000,3000000,23000000
Wisnu Arifin,11000000,3,0.035,385000,1155000,12155000
Viktor Pranowo,10000000,6,0.035,350000,2100000,12100000
Ajeng Mahestri,9000000,3,0.025,225000,675000,9675000
Samsul Sinaga,16000000,3,0.03,480000,1440000,17440000
Banara Nanda,9000000,6,0.02,180000,1080000,10080000
Tasnim Sitorus,8000000,3,0.035,280000,840000,8840000
Raden Nainggolan,11000000,12,0.035,385000,4620000,15620000
Hesti Uyainah,8000000,6,0.025,200000,1200000,9200000
Darmana Agustian,11000000,6,0.02,220000,1320000,12320000
Viktor Purwadi,17000000,3,0.025,425000,1275000,18275000
Harto Nashiruddin,15000000,6,0.015,225000,1350000,16350000
Cengkal Mangunsong,15000000,3,0.035,525000,1575000,16575000
Cinta Hartati,10000000,3,0.035,350000,1050000,11050000
Ria Sudiati,17000000,12,0.025,425000,5100000,22100000
Lukita Wibowo,8000000,12,0.02,160000,1920000,9920000
Wardi Sudrajat,11000000,6,0.025,275000,1650000,12650000
Padma Nuraini,12000000,12,0.02,240000,2880000,14880000
Slamet Darmawan,12000000,12,0.025,300000,3600000,15600000
Raditya Antoni,18000000,6,0.025,450000,2700000,20700000
Estiono Mustofa,6000000,6,0.025,150000,900000,6900000
Raden Ardana,5000000,3,0.025,125000,375000,5375000
Lega Wibowo,14000000,3,0.025,350000,1050000,15050000
Naradi Dirgantara,15000000,3,0.025,375000,1125000,16125000
Gaduh Santoso,19000000,6,0.015,285000,1710000,20710000
Diah Yolanda,11000000,3,0.025,275000,825000,11825000
Gading Yudhistira,9000000,3,0.025,225000,675000,9675000
Safina Aryani,12000000,3,0.03,360000,1080000,13080000
Jono Lesmana,17000000,12,0.025,425000,5100000,22100000
Dian Puspasari,19000000,6,0.025,475000,2850000,21850000
Gamani Rayhan,7000000,12,0.025,175000,2100000,9100000
Rosman Darmawan,8000000,3,0.035,280000,840000,8840000
Emas Irawan,5000000,6,0.035,175000,1050000,6050000
Prima Waluyo,18000000,3,0.025,450000,1350000,19350000
Linda Azizah,20000000,6,0.035,700000,4200000,24200000
Galiono Hutasoit,16000000,3,0.035,560000,1680000,17680000
Among Nugroho,16000000,6,0.035,560000,3360000,19360000
Mahesa Airlangga,18000000,3,0.035,630000,1890000,19890000
Caraka Syahreza,9000000,3,0.02,180000,540000,9540000
Mumpuni Hidayanto,17000000,6,0.025,425000,2550000,19550000
Sadina Uyainah,12000000,6,0.03,360000,2160000,14160000
Gabriella Widiastuti,15000000,6,0.025,375000,2250000,17250000
Anita Pudjiastuti,7000000,12,0.025,175000,2100000,9100000
Mahmud Ahmad,8000000,6,0.03,240000,1440000,9440000
Dipa Febian,17000000,6,0.03,510000,3060000,20060000
Rachel Zahrah,7000000,6,0.025,175000,1050000,8050000
Liman Yulianto,19000000,6,0.035,665000,3990000,22990000
Darmanto Irawan,7000000,3,0.025,175000,525000,7525000
Fara Elvina,16000000,3,0.015,240000,720000,16720000
Tri Suryatmi,10000000,6,0.025,250000,1500000,11500000
Darimin Kusumo,20000000,12,0.025,500000,6000000,26000000
Kenari Nainggolan,19000000,6,0.025,475000,2850000,21850000
Mulya Rayhan,15000000,3,0.02,300000,900000,15900000
Paiman Wibisono,14000000,3,0.025,350000,1050000,15050000
Adinata Siregar,16000000,12,0.025,400000,4800000,20800000
Kenari Mahendra,18000000,3,0.02,360000,1080000,19080000
Cawisono Pranowo,15000000,6,0.035,525000,3150000,18150000
Indra Wicaksono,8000000,6,0.035,280000,1680000,9680000
Kusuma Najmudin,16000000,12,0.03,480000,5760000,21760000
Retno Jelita,20000000,3,0.02,400000,1200000,21200000
Cinthia Aurelia,17000000,6,0.025,425000,2550000,19550000
Hamima Yulianti,10000000,3,0.025,250000,750000,10750000
Balangga Maheswara,14000000,3,0.035,490000,1470000,15470000
Yono Darmawan,15000000,6,0.015,225000,1350000,16350000
Sabar Hakim,9000000,3,0.025,225000,675000,9675000
Hardi Damanik,17000000,6,0.03,510000,3060000,20060000
Prayoga Wibisono,20000000,6,0.025,500000,3000000,23000000
Fitria Usamah,10000000,3,0.02,200000,600000,10600000
Ani Wastuti,17000000,6,0.02,340000,2040000,19040000
Siti Kuswandari,14000000,3,0.03,420000,1260000,15260000
Bahuraksa Bagaskara,9000000,3,0.02,180000,540000,9540000
Emong Pranowo,12000000,12,0.015,180000,2160000,14160000
Cemani Aswandi,7000000,12,0.015,105000,1260000,8260000
Gantar Mangunsong,17000000,3,0.025,425000,1275000,18275000
Jabal Suryono,8000000,6,0.025,200000,1200000,9200000
Kasiyah Palastri,16000000,6,0.035,560000,3360000,19360000
Paramita Maharani,19000000,3,0.02,380000,1140000,20140000
Tantri Harini,11000000,3,0.025,275000,825000,11825000
Laila Kusuma,20000000,3,0.035,700000,2100000,22100000
Olivia Wastuti,9000000,6,0.025,225000,1350000,10350000
Luhung Haryanto,7000000,3,0.025,175000,525000,7525000
Jais Mangunsong,15000000,3,0.035,525000,1575000,16575000
Daru Supriyanto,12000000,3,0.035,420000,1260000,13260000
Jasmani Narpati,16000000,3,0.035,560000,1680000,17680000
Emong Utama,6000000,12,0.025,150000,1800000,7800000
Asirwanda Uwais,15000000,3,0.035,525000,1575000,16575000
Aswani Tampubolon,14000000,3,0.025,350000,1050000,15050000
Candra Nashiruddin,14000000,3,0.03,420000,1260000,15260000
Diah Salsabilla,12000000,6,0.035,420000,2520000,14520000
Jais Pradana,5000000,12,0.025,125000,1500000,6500000
Amelia Wulandari,15000000,6,0.015,225000,1350000,16350000
Adika Budiyanto,15000000,6,0.025,375000,2250000,17250000
Hadi Herlambang,8000000,6,0.035,280000,1680000,9680000
Cahyo Rajata,5000000,3,0.03,150000,450000,5450000
Farhunnisa Kusmawati,18000000,3,0.015,270000,810000,18810000
Prayitna Wibowo,7000000,3,0.025,175000,525000,7525000
Ega Pradipta,12000000,6,0.035,420000,2520000,14520000
Jabal Haikal,14000000,3,0.025,350000,1050000,15050000
Puput Rahimah,15000000,3,0.03,450000,1350000,16350000
Gara Setiawan,5000000,6,0.025,125000,750000,5750000
Kala Antoni,17000000,12,0.025,425000,5100000,22100000
Kenzie Hutapea,15000000,3,0.02,300000,900000,15900000
Gilang Supriyanto,12000000,3,0.03,360000,1080000,13080000
Enteng Wibowo,12000000,12,0.025,300000,3600000,15600000
Ciaobella Saraswati,15000000,6,0.02,300000,1800000,16800000
Gandi Nababan,8000000,3,0.02,160000,480000,8480000
Dwi Palastri,10000000,6,0.025,250000,1500000,11500000
Zaenab Nurdiyanti,11000000,3,0.02,220000,660000,11660000
Harjo Mahendra,14000000,12,0.035,490000,5880000,19880000
Bella Yulianti,17000000,12,0.025,425000,5100000,22100000
Karna Lesmana,17000000,12,0.03,510000,6120000,23120000
Cahyono Hidayat,8000000,3,0.025,200000,600000,8600000
Luwar Sihombing,8000000,6,0.015,120000,720000,8720000
Kayun Irawan,9000000,3,0.02,180000,540000,9540000
Sari Laksita,15000000,3,0.035,525000,1575000,16575000
Karen Mustika,17000000,6,0.02,340000,2040000,19040000
Irsad Hermawan,10000000,12,0.025,250000,3000000,13000000
Dewi Andriani,5000000,12,0.025,125000,1500000,6500000
Ilsa Anggraini,16000000,3,0.03,480000,1440000,17440000
Jaeman Wibowo,14000000,3,0.02,280000,840000,14840000
Puput Agustina,14000000,6,0.025,350000,2100000,16100000
Nasab Thamrin,7000000,12,0.025,175000,2100000,9100000
Galak Ahmad,11000000,6,0.03,330000,1980000,12980000
Kasiran Rayhan,15000000,3,0.015,225000,675000,15675000
Indira Aryanti,11000000,6,0.035,385000,2310000,13310000
Candrakanta Putra,18000000,6,0.02,360000,2160000,20160000
Hasan Pratama,19000000,6,0.035,665000,3990000,22990000
Dwi Januar,5000000,6,0.02,100000,600000,5600000
Melinda Laksmiwati,7000000,3,0.015,105000,315000,7315000
Widya Azizah,14000000,6,0.035,490000,2940000,16940000
Ridwan Hutapea,18000000,12,0.025,450000,5400000,23400000
Harimurti Hakim,20000000,12,0.02,400000,4800000,24800000
Himawan Ramadan,9000000,12,0.025,225000,2700000,11700000
Gawati Amanta,19000000,6,0.025,475000,2850000,21850000
Arsipatra Tamba,20000000,12,0.025,500000,6000000,26000000
Gandewa Purnama,10000000,12,0.02,200000,2400000,12400000
Bakiono Simbolon,10000000,6,0.035,350000,2100000,12100000
Ciaobella Riyanti,19000000,6,0.025,475000,2850000,21850000
Irawati Pertiwi,15000000,6,0.03,450000,2700000,17700000
Oman Mahardika,11000000,6,0.025,275000,1650000,12650000
Rendy Nainggolan,8000000,12,0.025,200000,2400000,10400000
Mumpuni Uwais,6000000,6,0.025,150000,900000,6900000
Jaiman Tarihoran,18000000,6,0.02,360000,2160000,20160000
Mulyono Uwais,18000000,6,0.025,450000,2700000,20700000
Tsabita Ningrum,7000000,6,0.035,245000,1470000,8470000
Putri Mustika,14000000,6,0.025,350000,2100000,16100000
Yessi Ardiyanti,15000000,12,0.035,525000,6300000,21300000
Paulin Nasyiah,11000000,3,0.015,165000,495000,11495000
Zaenab Azizah,17000000,3,0.025,425000,1275000,18275000
Ivan Satria,8000000,6,0.025,200000,1200000,9200000
Kirana Purnawati,9000000,12,0.025,225000,2700000,11700000
Ella Maryati,9000000,3,0.025,225000,675000,9675000
Tsabita Amanta,20000000,6,0.025,500000,3000000,23000000
Rosa Mardhiyah,14000000,3,0.025,350000,1050000,15050000
Lurhur Ardianto,16000000,12,0.025,400000,4800000,20800000
Maryadi Airlangga,18000000,6,0.025,450000,2700000,20700000
Hairyanto Narpati,11000000,6,0.025,275000,1650000,12650000
Rama Natsir,14000000,6,0.015,210000,1260000,15260000
Daryani Siregar,17000000,12,0.02,340000,4080000,21080000
Farah Harini,19000000,3,0.015,285000,855000,19855000
Ilsa Andriani,10000000,6,0.035,350000,2100000,12100000
Rahmat Sihombing,7000000,12,0.015,105000,1260000,8260000
Septi Padmasari,14000000,12,0.025,350000,4200000,18200000
Gara Faresta,16000000,6,0.025,400000,2400000,18400000
Prayoga Oktovian,10000000,6,0.015,150000,900000,10900000
Vero Yanuar,14000000,3,0.035,490000,1470000,15470000
Sintia Nasyiah,8000000,12,0.02,160000,1920000,9920000
Gantar Prasetya,9000000,6,0.035,315000,1890000,10890000
Dasa Simanjuntak,6000000,12,0.025,150000,1800000,7800000
Cawuk Simanjuntak,9000000,3,0.025,225000,675000,9675000
Estiono Satria,20000000,3,0.025,500000,1500000,21500000
Puspita Kusmawati,15000000,12,0.035,525000,6300000,21300000
Oman Hidayanto,6000000,6,0.015,90000,540000,6540000
Nabila Puspasari,11000000,3,0.025,275000,825000,11825000
Reza Hutagalung,18000000,3,0.025,450000,1350000,19350000
Rika Febrianti,20000000,6,0.025,500000,3000000,23000000
Carub Sihombing,18000000,3,0.03,540000,1620000,19620000
Tami Salsabilla,5000000,6,0.025,125000,750000,5750000
Jumadi Wasita,11000000,3,0.015,165000,495000,11495000
Ami Salma,10000000,6,0.025,250000,1500000,11500000
Michelle Ningrum,7000000,6,0.015,105000,630000,7630000
Laras Halimah,6000000,12,0.025,150000,1800000,7800000
Raharja Gunawan,17000000,6,0.025,425000,2550000,19550000
Yosef Hardiansyah,19000000,3,0.015,285000,855000,19855000
Vivi Wahyuni,9000000,6,0.035,315000,1890000,10890000
Irawati Mulyani,19000000,3,0.015,285000,855000,19855000
Wasis Purnawarman,15000000,6,0.015,225000,1350000,16350000
Cemplunk Najmudin,17000000,3,0.025,425000,1275000,18275000
Violet Pertiwi,19000000,12,0.015,285000,3420000,22420000
Daliman Tampubolon,12000000,6,0.025,300000,1800000,13800000
Bajragin Situmorang,18000000,6,0.035,630000,3780000,21780000
Malik Simanjuntak,18000000,3,0.015,270000,810000,18810000
Laksana Simanjuntak,20000000,3,0.025,500000,1500000,21500000
Ian Prasetya,14000000,3,0.02,280000,840000,14840000
Febrina Harini,15000000,3,0.025,375000,1125000,16125000
Hadi Maheswara,18000000,3,0.015,270000,810000,18810000
Lili Palastri,11000000,6,0.015,165000,990000,11990000
Banara Simbolon,12000000,3,0.03,360000,1080000,13080000
Karna Narpati,8000000,3,0.025,200000,600000,8600000
Fitri Jelita,16000000,3,0.025,400000,1200000,17200000
Rahman Waskita,10000000,3,0.035,350000,1050000,11050000
Zelaya Laksita,18000000,3,0.025,450000,1350000,19350000
Vinsen Bagaskara,20000000,6,0.025,500000,3000000,23000000
Limar Manullang,15000000,3,0.015,225000,675000,15675000
Rosman Damanik,15000000,6,0.015,225000,1350000,16350000
Malika Andriani,6000000,3,0.02,120000,360000,6360000
Heru Antoni,17000000,3,0.025,425000,1275000,18275000
Ivan Nainggolan,17000000,12,0.03,510000,6120000,23120000
Indira Putri,19000000,12,0.015,285000,3420000,22420000
Ridwan Pradana,14000000,12,0.03,420000,5040000,19040000
Arsipatra Mahendra,12000000,12,0.025,300000,3600000,15600000
Ibrani Rendra,10000000,12,0.025,250000,3000000,13000000
Cahyono Wasita,6000000,6,0.035,210000,1260000,7260000
Liman Situmorang,12000000,6,0.035,420000,2520000,14520000
Elvina Widiastuti,5000000,3,0.025,125000,375000,5375000
Aditya Alamsyah,20000000,3,0.025,500000,1500000,21500000
Opung Alamsyah,19000000,3,0.035,665000,1995000,20995000
Kirana Laksmiwati,19000000,3,0.035,665000,1995000,20995000
Yunita Riyanti,9000000,6,0.015,135000,810000,9810000
Zaenab Ardiyanti,7000000,6,0.025,175000,1050000,8050000
Prasetyo Satria,10000000,3,0.035,350000,1050000,11050000
Karja Febian,14000000,6,0.025,350000,2100000,16100000
Heryanto Suryono,17000000,12,0.02,340000,4080000,21080000
Embuh Prasetyo,17000000,12,0.03,510000,6120000,23120000
Wawan Faresta,7000000,3,0.035,245000,735000,7735000
Sakti Syahreza,7000000,3,0.035,245000,735000,7735000
Tri Hutagalung,11000000,6,0.025,275000,1650000,12650000
Olga Hakim,11000000,12,0.035,385000,4620000,15620000
Galiono Antoni,10000000,6,0.025,250000,1500000,11500000
Limar Budiyanto,17000000,3,0.035,595000,1785000,18785000
Gaman Siregar,8000000,6,0.03,240000,1440000,9440000
Daniswara Maulana,20000000,3,0.015,300000,900000,20900000
Bakda Salahudin,20000000,6,0.035,700000,4200000,24200000
Eka Pangestu,14000000,12,0.02,280000,3360000,17360000
Fitria Lailasari,7000000,6,0.02,140000,840000,7840000
Among Ardana,8000000,6,0.035,280000,1680000,9680000
Muni Marpaung,9000000,6,0.025,225000,1350000,10350000
Hasim Fabian,8000000,3,0.02,160000,480000,8480000
Gilang Pranowo,10000000,6,0.025,250000,1500000,11500000
Sari Hastuti,15000000,6,0.035,525000,3150000,18150000
Danuja Prasasta,9000000,6,0.035,315000,1890000,10890000
Jagaraga Anggriawan,10000000,6,0.025,250000,1500000,11500000
Cager Budiman,11000000,12,0.02,220000,2640000,13640000
Luis Oktavian,19000000,6,0.025,475000,2850000,21850000
Puput Azzahra,20000000,6,0.025,500000,3000000,23000000
Tina Haryanti,20000000,6,0.025,500000,3000000,23000000
Kemal Pranowo,11000000,6,0.03,330000,1980000,12980000
Halima Hartati,18000000,3,0.025,450000,1350000,19350000
Warta Pradipta,11000000,12,0.02,220000,2640000,13640000
Wage Hutapea,12000000,3,0.02,240000,720000,12720000
Galang Gunawan,16000000,3,0.035,560000,1680000,17680000
Hana Salsabilla,12000000,12,0.035,420000,5040000,17040000
Gambira Saragih,11000000,3,0.03,330000,990000,11990000
Garda Suryono,7000000,3,0.025,175000,525000,7525000
Emas Pratama,19000000,12,0.025,475000,5700000,24700000
Pia Purnama,5000000,6,0.035,175000,1050000,6050000
Unjani Wijayanti,7000000,12,0.015,105000,1260000,8260000
Kayun Adriansyah,9000000,6,0.025,225000,1350000,10350000
Agustina Anjani,18000000,3,0.025,450000,1350000,19350000
Daliono Oktavian,18000000,6,0.035,630000,3780000,21780000
Janet Permata,19000000,6,0.025,475000,2850000,21850000
Baktianto Purnawarman,20000000,12,0.02,400000,4800000,24800000
Mahmud Waskita,11000000,6,0.015,165000,990000,11990000
Wage Irawan,9000000,3,0.015,135000,405000,9405000
Ganda Latupono,7000000,6,0.025,175000,1050000,8050000
Gandewa Uwais,16000000,12,0.025,400000,4800000,20800000
Ami Amanta,14000000,6,0.025,350000,2100000,16100000
Dodo Ahmad,9000000,6,0.025,225000,1350000,10350000
Endra Situmorang,6000000,6,0.025,150000,900000,6900000
Ikin Pradipta,7000000,3,0.025,175000,525000,7525000
Anastasia Kuswandari,6000000,6,0.025,150000,900000,6900000
Nugraha Setiawan,9000000,3,0.02,180000,540000,9540000
Pardi Ardana,7000000,6,0.015,105000,630000,7630000
Calista Hassanah,20000000,12,0.035,700000,8400000,28400000
Luis Maryadi,20000000,3,0.025,500000,1500000,21500000
Wawan Fabian,20000000,6,0.035,700000,4200000,24200000
Martana Sihombing,14000000,6,0.02,280000,1680000,15680000
Aslijan Maulana,15000000,6,0.025,375000,2250000,17250000
Gantar Wijaya,19000000,6,0.025,475000,2850000,21850000
Cemplunk Adriansyah,8000000,3,0.025,200000,600000,8600000
Najib Airlangga,15000000,12,0.015,225000,2700000,17700000
Jais Simbolon,20000000,6,0.025,500000,3000000,23000000
Emas Rayhan,11000000,12,0.02,220000,2640000,13640000
Ihsan Maheswara,16000000,12,0.035,560000,6720000,22720000
Langgeng Ramadan,14000000,6,0.015,210000,1260000,15260000
Wira Prabowo,16000000,3,0.02,320000,960000,16960000
Vania Nuraini,10000000,12,0.025,250000,3000000,13000000
Halima Melinda,17000000,6,0.025,425000,2550000,19550000
Dariati Manullang,10000000,6,0.03,300000,1800000,11800000
Sakti Mangunsong,9000000,6,0.02,180000,1080000,10080000
Kuncara Saputra,7000000,3,0.02,140000,420000,7420000
Safira Kusmawati,14000000,6,0.035,490000,2940000,16940000
Wadi Nashiruddin,20000000,3,0.03,600000,1800000,21800000
Cagak Sirait,14000000,6,0.025,350000,2100000,16100000
Lutfan Utama,6000000,6,0.025,150000,900000,6900000
Ganda Sihombing,15000000,3,0.02,300000,900000,15900000
Tedi Rayhan,18000000,3,0.02,360000,1080000,19080000
Atmaja Natsir,12000000,6,0.015,180000,1080000,13080000
Calista Pratiwi,6000000,6,0.015,90000,540000,6540000
Lutfan Santoso,15000000,6,0.025,375000,2250000,17250000
Lulut Purnama,12000000,6,0.02,240000,1440000,13440000
Ganesha Maharani,20000000,12,0.035,700000,8400000,28400000
Ivan Mahendra,14000000,6,0.035,490000,2940000,16940000
Iriana Uyainah,11000000,12,0.035,385000,4620000,15620000
Zalindra Hassanah,16000000,6,0.025,400000,2400000,18400000
Kariman Handoko,18000000,6,0.025,450000,2700000,20700000
Koko Pratama,18000000,6,0.02,360000,2160000,20160000
Sidiq Hutagalung,9000000,6,0.03,270000,1620000,10620000
Cici Astuti,17000000,6,0.025,425000,2550000,19550000
Eluh Purnama,8000000,6,0.035,280000,1680000,9680000
Kenes Iswahyudi,8000000,6,0.035,280000,1680000,9680000
Damu Suwarno,10000000,6,0.015,150000,900000,10900000
Lutfan Rendra,8000000,6,0.02,160000,960000,8960000
Daryani Setiawan,6000000,6,0.015,90000,540000,6540000
Cagak Simbolon,12000000,12,0.025,300000,3600000,15600000
Pangeran Agustian,20000000,6,0.015,300000,1800000,21800000
Luthfi Sinaga,11000000,3,0.015,165000,495000,11495000
Indira Pudjiastuti,9000000,6,0.025,225000,1350000,10350000
Prayitna Satria,20000000,3,0.02,400000,1200000,21200000
Martani Setiawan,14000000,3,0.035,490000,1470000,15470000
Slamet Wahyudin,12000000,6,0.015,180000,1080000,13080000
Nardi Salahudin,7000000,6,0.025,175000,1050000,8050000
Raihan Hutagalung,20000000,6,0.035,700000,4200000,24200000
Diana Prastuti,16000000,12,0.035,560000,6720000,22720000
Tantri Halimah,12000000,6,0.035,420000,2520000,14520000
Tantri Purnama,16000000,6,0.03,480000,2880000,18880000
Kayla Amanta,11000000,3,0.015,165000,495000,11495000
Vanesa Aurelia,8000000,3,0.035,280000,840000,8840000
Hasan Latupono,14000000,6,0.035,490000,2940000,16940000
Candra Mahendra,10000000,3,0.025,250000,750000,10750000
Amelia Nuraini,11000000,3,0.025,275000,825000,11825000
Opung Setiawan,15000000,3,0.035,525000,1575000,16575000
Halima Anjani,18000000,3,0.03,540000,1620000,19620000
Dimaz Wacana,14000000,3,0.035,490000,1470000,15470000
Irsad Darmawan,19000000,6,0.025,475000,2850000,21850000
Sakura Novitasari,14000000,6,0.025,350000,2100000,16100000
Wadi Pradana,9000000,6,0.025,225000,1350000,10350000
Jaswadi Anggriawan,17000000,6,0.025,425000,2550000,19550000
Paiman Arifin,20000000,6,0.035,700000,4200000,24200000
Prayogo Irfandi,18000000,6,0.025,450000,2700000,20700000
Gada Mustofa,9000000,6,0.015,135000,810000,9810000
Galak Halim,10000000,6,0.025,250000,1500000,11500000
Samiah Yulianti,8000000,3,0.035,280000,840000,8840000
Galih Hardiansyah,9000000,3,0.03,270000,810000,9810000
Hartana Prasetya,9000000,3,0.035,315000,945000,9945000
Gada Setiawan,5000000,6,0.015,75000,450000,5450000
Hilda Hassanah,14000000,6,0.02,280000,1680000,15680000
Wira Prasetyo,6000000,6,0.035,210000,1260000,7260000
Nur Ananda,7000000,12,0.015,105000,1260000,8260000
Nadia Nasyidah,5000000,6,0.025,125000,750000,5750000
Baktiono Gunawan,16000000,3,0.02,320000,960000,16960000
Emin Uwais,7000000,6,0.025,175000,1050000,8050000
Genta Jelita,16000000,6,0.035,560000,3360000,19360000
Soleh Abiputra,17000000,6,0.025,425000,2550000,19550000
Gangsa Sudrajat,20000000,12,0.035,700000,8400000,28400000
Bakda Febian,11000000,6,0.02,220000,1320000,12320000
Putri Palastri,10000000,6,0.025,250000,1500000,11500000
Elvina Hartati,9000000,6,0.025,225000,1350000,10350000
Titi Mahestri,16000000,3,0.035,560000,1680000,17680000
Rahayu Astuti,9000000,6,0.03,270000,1620000,10620000
Cayadi Yanuar,8000000,6,0.035,280000,1680000,9680000
Galar Winarno,11000000,6,0.025,275000,1650000,12650000
Martani Saputra,8000000,6,0.035,280000,1680000,9680000
Koko Purwadi,11000000,12,0.025,275000,3300000,14300000
Yono Bagaskara,17000000,6,0.02,340000,2040000,19040000
Indah Yuliarti,15000000,12,0.025,375000,4500000,19500000
Digdaya Simanjuntak,15000000,6,0.025,375000,2250000,17250000
Maras Rajasa,10000000,6,0.025,250000,1500000,11500000
Pangestu Supriyanto,17000000,12,0.02,340000,4080000,21080000
Tina Prastuti,8000000,6,0.035,280000,1680000,9680000
Ghaliyati Nathania,11000000,6,0.025,275000,1650000,12650000
Umar Wardana,12000000,3,0.035,420000,1260000,13260000
Jaswadi Anggriawan,12000000,12,0.035,420000,5040000,17040000
Tirtayasa Santoso,18000000,3,0.035,630000,1890000,19890000
Artawan Pradipta,6000000,6,0.035,210000,1260000,7260000
Kartika Yolanda,5000000,3,0.03,150000,450000,5450000
Sabar Samosir,14000000,6,0.035,490000,2940000,16940000
Yessi Ardiyanti,15000000,3,0.025,375000,1125000,16125000
Hardana Mustofa,19000000,6,0.025,475000,2850000,21850000
Maryanto Prakasa,11000000,3,0.02,220000,660000,11660000
Raditya,9000000,3,0.025,225000,675000,9675000
Mumpuni Fabian,12000000,3,0.035,420000,1260000,13260000
Karen Saraswati,17000000,12,0.035,595000,7140000,24140000
Sabrina Saraswati,19000000,6,0.025,475000,2850000,21850000
Jamil Wijaya,7000000,3,0.025,175000,525000,7525000
Mulyanto Yudhistira,8000000,6,0.035,280000,1680000,9680000
Gilang Mandala,5000000,3,0.025,125000,375000,5375000
Eka Azzahra,18000000,3,0.015,270000,810000,18810000
Bagas Fabian,20000000,6,0.02,400000,2400000,22400000
Harsaya Haikal,16000000,6,0.015,240000,1440000,17440000
Wira Sitompul,16000000,3,0.02,320000,960000,16960000
Ganjaran Januar,18000000,6,0.025,450000,2700000,20700000
Ajeng Leilani,9000000,6,0.025,225000,1350000,10350000
Kariman Zulkarnain,17000000,12,0.02,340000,4080000,21080000
Panca Halim,12000000,6,0.025,300000,1800000,13800000
Wira Najmudin,15000000,3,0.025,375000,1125000,16125000
Danu Tampubolon,7000000,12,0.03,210000,2520000,9520000
Karsana Megantara,8000000,12,0.03,240000,2880000,10880000
Setya Supriyanto,17000000,3,0.02,340000,1020000,18020000
Radit Mangunsong,7000000,6,0.015,105000,630000,7630000
Gilang Ardana,19000000,6,0.02,380000,2280000,21280000
Dadi Alamsyah,7000000,6,0.025,175000,1050000,8050000
Vega Widodo,16000000,6,0.025,400000,2400000,18400000
Maman Sirait,10000000,3,0.035,350000,1050000,11050000
Paris Wastuti,20000000,3,0.025,500000,1500000,21500000
Endra Febian,19000000,6,0.02,380000,2280000,21280000
Hasta Pangestu,15000000,6,0.025,375000,2250000,17250000
Prasetya Supriyanto,14000000,3,0.015,210000,630000,14630000
Gadang Irfandi,16000000,12,0.025,400000,4800000,20800000
Rangga Jailani,18000000,6,0.025,450000,2700000,20700000
Aris Permadi,15000000,3,0.03,450000,1350000,16350000
Hasna Kusmawati,8000000,6,0.02,160000,960000,8960000
Danu Nugroho,16000000,3,0.03,480000,1440000,17440000
Febi Maryati,20000000,3,0.02,400000,1200000,21200000
Usyi Purnawati,17000000,6,0.03,510000,3060000,20060000
Balapati Antoni,10000000,6,0.025,250000,1500000,11500000
Gawati Kahyang,14000000,6,0.025,350000,2100000,16100000
Eman Syahreza,15000000,3,0.025,375000,1125000,16125000
Karsa Nugroho,9000000,3,0.025,225000,675000,9675000
Arta Haikal,17000000,12,0.035,595000,7140000,24140000
Prayitna Tarihoran,20000000,3,0.025,500000,1500000,21500000
Jagaraga Prakasa,10000000,6,0.035,350000,2100000,12100000
Kayla Padmasari,17000000,6,0.015,255000,1530000,18530000
Cahya Kusumo,14000000,3,0.025,350000,1050000,15050000
